ts,rx_packets,delta_rx,pps,mpps,idle_pct,iowait_pct,irq_per_s,softirq_per_s
2025-10-30T16:30:57+00:00,47912620,0,0,0.000000,99.50,0.00,98,134
2025-10-30T16:30:58+00:00,47912620,0,0,0.000000,99.01,0.00,153,204
2025-10-30T16:30:59+00:00,47912620,0,0,0.000000,99.01,0.00,129,203
2025-10-30T16:31:00+00:00,47912620,0,0,0.000000,99.50,0.00,116,216
2025-10-30T16:31:01+00:00,47912620,0,0,0.000000,99.01,0.00,135,221
2025-10-30T16:31:02+00:00,47912620,0,0,0.000000,99.02,0.00,131,242
2025-10-30T16:31:03+00:00,47912620,0,0,0.000000,99.01,0.00,151,230
2025-10-30T16:31:04+00:00,47952204,39584,39584,0.039584,97.65,0.00,11307,496
2025-10-30T16:31:05+00:00,48066406,114202,114202,0.114202,83.20,0.00,30828,906
2025-10-30T16:31:06+00:00,48131858,65452,65452,0.065452,64.74,0.00,69679,497
2025-10-30T16:31:07+00:00,48132114,256,256,0.000256,49.50,0.00,124551,300
2025-10-30T16:31:08+00:00,48132178,64,64,0.000064,0.00,49.25,127088,290
2025-10-30T16:31:09+00:00,48132370,192,192,0.000192,22.89,26.37,125485,296
2025-10-30T16:31:10+00:00,48132626,256,256,0.000256,49.01,0.00,121075,425
2025-10-30T16:31:11+00:00,48132882,256,256,0.000256,49.25,0.00,120302,297
2025-10-30T16:31:12+00:00,48133266,384,384,0.000384,49.01,0.00,117241,246
2025-10-30T16:31:13+00:00,48133586,320,320,0.000320,49.75,0.00,111616,294
2025-10-30T16:31:14+00:00,48133970,384,384,0.000384,21.39,27.86,118479,302
2025-10-30T16:31:15+00:00,48134162,192,192,0.000192,49.50,0.00,118077,283
2025-10-30T16:31:16+00:00,48168662,34500,34500,0.034500,56.82,0.00,92482,769
2025-10-30T16:31:17+00:00,48286280,117618,117618,0.117618,74.81,0.00,28673,787
2025-10-30T16:31:18+00:00,48368448,82168,82168,0.082168,59.88,0.00,52614,515
2025-10-30T16:31:19+00:00,48368768,320,320,0.000320,49.50,0.00,120569,315
