ts,rx_packets,delta_rx,pps,mpps,idle_pct,iowait_pct,irq_per_s,softirq_per_s
2025-10-30T16:36:21+00:00,49130296,0,0,0.000000,99.50,0.00,100,118
2025-10-30T16:36:22+00:00,49130296,0,0,0.000000,98.54,0.00,154,224
2025-10-30T16:36:23+00:00,49130296,0,0,0.000000,99.51,0.00,158,245
2025-10-30T16:36:24+00:00,49130296,0,0,0.000000,99.01,0.00,149,222
2025-10-30T16:36:25+00:00,49130296,0,0,0.000000,98.54,0.00,143,198
2025-10-30T16:36:27+00:00,49222201,91905,91905,0.091905,98.25,0.00,42280,24433
2025-10-30T16:36:28+00:00,49339215,117014,117014,0.117014,97.59,0.00,55598,30986
2025-10-30T16:36:29+00:00,49454433,115218,115218,0.115218,98.16,0.00,54652,30273
2025-10-30T16:36:30+00:00,49570851,116418,116418,0.116418,98.17,0.00,55849,31154
2025-10-30T16:36:31+00:00,49686359,115508,115508,0.115508,97.56,0.00,54913,30645
2025-10-30T16:36:32+00:00,49802361,116002,116002,0.116002,97.56,0.00,55366,30779
2025-10-30T16:36:33+00:00,49917913,115552,115552,0.115552,99.38,0.00,52470,30390
2025-10-30T16:36:34+00:00,50034475,116562,116562,0.116562,98.18,0.00,55732,31007
2025-10-30T16:36:35+00:00,50151985,117510,117510,0.117510,97.58,0.00,56225,31190
2025-10-30T16:36:36+00:00,50268455,116470,116470,0.116470,98.16,0.00,55285,30808
2025-10-30T16:36:37+00:00,50385011,116556,116556,0.116556,96.99,0.00,55866,31075
2025-10-30T16:36:38+00:00,50503331,118320,118320,0.118320,98.78,0.00,56076,30927
2025-10-30T16:36:39+00:00,50620071,116740,116740,0.116740,97.55,0.00,54964,30693
2025-10-30T16:36:40+00:00,50737043,116972,116972,0.116972,98.17,0.00,55692,30804
2025-10-30T16:36:41+00:00,50854217,117174,117174,0.117174,97.58,0.00,55576,30871
2025-10-30T16:36:42+00:00,50971705,117488,117488,0.117488,98.17,0.00,55740,30724
2025-10-30T16:36:43+00:00,51089919,118214,118214,0.118214,97.59,0.00,55231,30812
2025-10-30T16:36:44+00:00,51207875,117956,117956,0.117956,97.01,0.00,56531,31193
2025-10-30T16:36:45+00:00,51325883,118008,118008,0.118008,98.16,0.00,55978,31001
2025-10-30T16:36:46+00:00,51442657,116774,116774,0.116774,98.16,0.00,55884,30619
2025-10-30T16:36:47+00:00,51560235,117578,117578,0.117578,97.58,0.00,56395,31182
2025-10-30T16:36:48+00:00,51677301,117066,117066,0.117066,98.17,0.00,56119,31357
