ts,rx_packets,delta_rx,pps,mpps,idle_pct,iowait_pct,irq_per_s,softirq_per_s
2025-10-30T16:53:45+00:00,87571649,256,256,0.000256,49.50,0.00,115876,423
2025-10-30T16:53:46+00:00,87571969,320,320,0.000320,49.50,0.00,122587,298
2025-10-30T16:53:47+00:00,87572289,320,320,0.000320,49.01,0.00,113049,433
2025-10-30T16:53:48+00:00,87572481,192,192,0.000192,49.25,0.00,121226,286
2025-10-30T16:53:49+00:00,87572929,448,448,0.000448,49.50,0.00,115393,421
2025-10-30T16:53:50+00:00,87573249,320,320,0.000320,48.77,0.49,114582,303
2025-10-30T16:53:51+00:00,87573697,448,448,0.000448,49.50,0.00,120991,312
2025-10-30T16:53:52+00:00,87585206,11509,11509,0.011509,51.01,0.00,112024,467
2025-10-30T16:53:53+00:00,87585334,128,128,0.000128,49.01,0.00,119608,281
2025-10-30T16:53:54+00:00,87585654,320,320,0.000320,49.25,0.00,129543,296
2025-10-30T16:53:55+00:00,87586038,384,384,0.000384,49.50,0.00,129229,287
2025-10-30T16:53:56+00:00,87586294,256,256,0.000256,49.50,0.00,130546,294
2025-10-30T16:53:57+00:00,87586550,256,256,0.000256,48.77,0.00,120727,287
2025-10-30T16:53:58+00:00,87586870,320,320,0.000320,49.75,0.00,123228,300
2025-10-30T16:53:59+00:00,87587382,512,512,0.000512,49.01,0.00,122290,192
2025-10-30T16:54:00+00:00,87587766,384,384,0.000384,49.25,0.00,124668,301
2025-10-30T16:54:01+00:00,87587958,192,192,0.000192,49.50,0.00,133677,288
2025-10-30T16:54:02+00:00,87588150,192,192,0.000192,49.25,0.00,129072,290
2025-10-30T16:54:03+00:00,87588406,256,256,0.000256,49.25,0.00,124052,301
2025-10-30T16:54:04+00:00,87588534,128,128,0.000128,49.26,0.00,125221,281
2025-10-30T16:54:05+00:00,87588854,320,320,0.000320,49.50,0.00,123564,294
2025-10-30T16:54:06+00:00,87589174,320,320,0.000320,49.01,0.00,127067,288
2025-10-30T16:54:07+00:00,87589302,128,128,0.000128,49.50,0.00,128658,288
2025-10-30T16:54:08+00:00,87590070,768,768,0.000768,49.01,0.00,118440,206
2025-10-30T16:54:09+00:00,87590756,686,686,0.000686,77.83,0.00,50223,214
2025-10-30T16:54:10+00:00,87590756,0,0,0.000000,99.50,0.00,193,218
2025-10-30T16:54:11+00:00,87590756,0,0,0.000000,99.51,0.00,154,221
2025-10-30T16:54:12+00:00,87590756,0,0,0.000000,98.53,0.00,173,247
2025-10-30T16:54:13+00:00,87590756,0,0,0.000000,99.02,0.00,149,207
2025-10-30T16:54:14+00:00,87590756,0,0,0.000000,99.02,0.00,151,197
2025-10-30T16:54:15+00:00,87590756,0,0,0.000000,99.02,0.00,160,235
2025-10-30T16:54:16+00:00,87590756,0,0,0.000000,98.53,0.00,175,226
2025-10-30T16:54:17+00:00,87590756,0,0,0.000000,99.51,0.00,153,225
2025-10-30T16:54:18+00:00,87590756,0,0,0.000000,98.54,0.00,159,231
