ts,rx_packets,delta_rx,pps,mpps,idle_pct,iowait_pct,irq_per_s,softirq_per_s
2025-10-30T16:17:07+00:00,27391692,115118,115118,0.115118,96.39,0.00,53413,29340
2025-10-30T16:17:08+00:00,27506622,114930,114930,0.114930,98.14,0.00,52411,28806
2025-10-30T16:17:09+00:00,27597606,90984,90984,0.090984,97.69,0.00,42204,23375
2025-10-30T16:17:10+00:00,27597606,0,0,0.000000,98.53,0.00,162,239
2025-10-30T16:17:11+00:00,27597606,0,0,0.000000,99.51,0.00,148,216
2025-10-30T16:17:12+00:00,27597606,0,0,0.000000,98.54,0.00,166,207
2025-10-30T16:17:13+00:00,27597606,0,0,0.000000,99.02,0.00,159,180
2025-10-30T16:17:14+00:00,27597606,0,0,0.000000,99.01,0.00,136,223
2025-10-30T16:17:15+00:00,27597606,0,0,0.000000,99.50,0.00,146,211
2025-10-30T16:17:16+00:00,27597606,0,0,0.000000,99.50,0.00,146,232
