ts,rx_packets,delta_rx,pps,mpps,idle_pct,iowait_pct,irq_per_s,softirq_per_s
2025-10-30T16:46:26+00:00,80155156,0,0,0.000000,100.00,0.00,127,144
2025-10-30T16:46:27+00:00,80155156,0,0,0.000000,98.54,0.00,147,192
2025-10-30T16:46:28+00:00,80155156,0,0,0.000000,99.01,0.00,159,226
2025-10-30T16:46:29+00:00,80155156,0,0,0.000000,99.51,0.00,162,250
2025-10-30T16:46:30+00:00,80155156,0,0,0.000000,98.53,0.00,149,214
2025-10-30T16:46:31+00:00,80155156,0,0,0.000000,99.51,0.00,193,238
2025-10-30T16:46:32+00:00,80155156,0,0,0.000000,98.53,0.00,157,238
2025-10-30T16:46:33+00:00,80155156,0,0,0.000000,99.51,0.00,114,214
2025-10-30T16:46:34+00:00,80155156,0,0,0.000000,99.01,0.00,159,236
2025-10-30T16:46:35+00:00,80155156,0,0,0.000000,99.02,0.00,195,247
2025-10-30T16:46:36+00:00,80164675,9519,9519,0.009519,98.98,0.00,4745,2461
2025-10-30T16:46:37+00:00,80275405,110730,110730,0.110730,97.40,0.00,49929,27296
2025-10-30T16:46:38+00:00,80386973,111568,111568,0.111568,98.01,0.00,52305,27998
2025-10-30T16:46:39+00:00,80501639,114666,114666,0.114666,97.40,0.00,53478,28856
2025-10-30T16:46:40+00:00,80617647,116008,116008,0.116008,98.03,0.00,54678,29262
2025-10-30T16:46:41+00:00,80733449,115802,115802,0.115802,97.40,0.00,54117,29253
2025-10-30T16:46:42+00:00,80850507,117058,117058,0.117058,97.37,0.00,55387,29429
2025-10-30T16:46:43+00:00,80967189,116682,116682,0.116682,98.68,0.00,53785,29105
2025-10-30T16:46:44+00:00,81084599,117410,117410,0.117410,97.40,0.00,54376,29128
2025-10-30T16:46:46+00:00,81202583,117984,117984,0.117984,97.39,0.00,55888,29676
2025-10-30T16:46:47+00:00,81319691,117108,117108,0.117108,97.37,0.00,57557,29971
2025-10-30T16:46:48+00:00,81436873,117182,117182,0.117182,97.39,0.00,54267,29148
2025-10-30T16:46:49+00:00,81555873,119000,119000,0.119000,96.79,0.00,56683,29993
2025-10-30T16:46:50+00:00,81674409,118536,118536,0.118536,96.77,0.00,55810,29638
2025-10-30T16:46:51+00:00,81792369,117960,117960,0.117960,97.40,0.00,54814,29416
2025-10-30T16:46:52+00:00,81909913,117544,117544,0.117544,97.42,0.00,55221,29711
2025-10-30T16:46:53+00:00,82028933,119020,119020,0.119020,96.77,0.00,55256,29633
2025-10-30T16:46:54+00:00,82145753,116820,116820,0.116820,96.75,0.00,54459,29064
2025-10-30T16:46:55+00:00,82262977,117224,117224,0.117224,99.32,0.00,54082,28890
2025-10-30T16:46:56+00:00,82379173,116196,116196,0.116196,98.01,0.00,53614,28782
2025-10-30T16:46:57+00:00,82497517,118344,118344,0.118344,96.13,0.00,55499,29399
2025-10-30T16:46:58+00:00,82614853,117336,117336,0.117336,98.01,0.00,54411,29010
2025-10-30T16:46:59+00:00,82732773,117920,117920,0.117920,97.44,0.00,53913,29383
2025-10-30T16:47:00+00:00,82851351,118578,118578,0.118578,96.75,0.00,55202,29445
2025-10-30T16:47:01+00:00,82967403,116052,116052,0.116052,96.75,0.00,54304,29101
2025-10-30T16:47:02+00:00,83086167,118764,118764,0.118764,97.39,0.00,55711,29492
2025-10-30T16:47:03+00:00,83204007,117840,117840,0.117840,96.77,0.00,55175,29471
2025-10-30T16:47:04+00:00,83321041,117034,117034,0.117034,98.67,0.00,54395,29114
2025-10-30T16:47:05+00:00,83437461,116420,116420,0.116420,98.01,0.00,53890,29045
2025-10-30T16:47:06+00:00,83553567,116106,116106,0.116106,97.37,0.00,53647,28707
2025-10-30T16:47:07+00:00,83670687,117120,117120,0.117120,98.68,0.00,54594,29303
2025-10-30T16:47:08+00:00,83787189,116502,116502,0.116502,98.01,0.00,53958,28939
2025-10-30T16:47:09+00:00,83903277,116088,116088,0.116088,96.75,0.00,54589,29358
2025-10-30T16:47:10+00:00,84021587,118310,118310,0.118310,97.40,0.00,55339,29371
2025-10-30T16:47:11+00:00,84138267,116680,116680,0.116680,98.67,0.00,53876,29055
2025-10-30T16:47:12+00:00,84254583,116316,116316,0.116316,98.67,0.00,53289,28716
2025-10-30T16:47:13+00:00,84371499,116916,116916,0.116916,98.03,0.00,53963,29120
2025-10-30T16:47:14+00:00,84488345,116846,116846,0.116846,98.03,0.00,53858,28897
2025-10-30T16:47:15+00:00,84604963,116618,116618,0.116618,97.42,0.00,49347,28566
2025-10-30T16:47:16+00:00,84724205,119242,119242,0.119242,96.20,0.00,55368,29723
2025-10-30T16:47:17+00:00,84842391,118186,118186,0.118186,96.18,0.00,55059,29725
2025-10-30T16:47:18+00:00,84960239,117848,117848,0.117848,97.40,0.00,55046,29514
2025-10-30T16:47:19+00:00,85077331,117092,117092,0.117092,98.68,0.00,54603,29068
2025-10-30T16:47:20+00:00,85192757,115426,115426,0.115426,98.01,0.00,54380,28999
2025-10-30T16:47:21+00:00,85308859,116102,116102,0.116102,98.67,0.00,53934,29131
2025-10-30T16:47:22+00:00,85424119,115260,115260,0.115260,97.37,0.00,53976,28944
2025-10-30T16:47:23+00:00,85541711,117592,117592,0.117592,98.04,0.00,54711,29348
2025-10-30T16:47:25+00:00,85659037,117326,117326,0.117326,98.01,0.00,54072,28866
2025-10-30T16:47:26+00:00,85775111,116074,116074,0.116074,98.01,0.00,53461,28802
2025-10-30T16:47:27+00:00,85892073,116962,116962,0.116962,97.40,0.00,54302,29279
2025-10-30T16:47:28+00:00,86007581,115508,115508,0.115508,98.68,0.00,52839,28572
2025-10-30T16:47:29+00:00,86124025,116444,116444,0.116444,96.77,0.00,54399,29203
2025-10-30T16:47:30+00:00,86239043,115018,115018,0.115018,98.67,0.00,53811,28720
2025-10-30T16:47:31+00:00,86356109,117066,117066,0.117066,96.18,0.00,54868,29523
2025-10-30T16:47:32+00:00,86475215,119106,119106,0.119106,96.77,0.00,55566,29716
2025-10-30T16:47:33+00:00,86593423,118208,118208,0.118208,96.75,0.00,55333,29314
2025-10-30T16:47:34+00:00,86709541,116118,116118,0.116118,98.01,0.00,54282,28891
2025-10-30T16:47:35+00:00,86827681,118140,118140,0.118140,97.40,0.00,55365,29617
2025-10-30T16:47:36+00:00,86946665,118984,118984,0.118984,96.77,0.00,55332,29467
2025-10-30T16:47:37+00:00,86991053,44388,44388,0.044388,98.91,0.00,21377,11243
2025-10-30T16:47:38+00:00,86991053,0,0,0.000000,99.02,0.00,161,223
2025-10-30T16:47:39+00:00,86991053,0,0,0.000000,98.53,0.00,246,267
2025-10-30T16:47:40+00:00,86991053,0,0,0.000000,99.50,0.00,139,232
2025-10-30T16:47:41+00:00,86991053,0,0,0.000000,99.02,0.00,148,209
